Location,Date,Time,VehicleCount,PM2.5,PM10,NO2,Temperature,Humidity
Elm St,2025-01-10,15:56:00,33,144.72,161.98,25.08,16.2,50.98
5th Ave,2025-01-05,14:38:00,119,10.74,22.61,31.62,17.35,25.23
Elm St,2025-01-20,16:13:00,293,129.24,171.17,90.61,17.79,33.51
Park Ave,2025-01-12,06:49:00,163,99.86,37.71,55.09,39.67,51.02
Broadway,2025-01-06,04:03:00,282,43.86,87.04,53.57,37.2,34.77
Main St,2025-01-30,03:32:00,15,115.64,26.35,84.68,36.12,50.95
Elm St,2025-01-04,23:35:00,373,25.41,66.24,47.59,30.79,26.63
Broadway,2025-01-27,20:12:00,304,16.03,139.2,43.93,21.33,61.17
Park Ave,2025-01-13,15:26:00,492,128.75,134.68,56.51,17.94,71.0
Broadway,2025-01-17,11:13:00,413,126.8,195.53,38.23,37.06,42.09
5th Ave,2025-01-25,17:12:00,100,42.03,82.9,47.85,24.75,65.0
Main St,2025-01-24,08:35:00,13,46.95,181.93,57.26,20.65,67.78
5th Ave,2025-01-09,15:13:00,396,11.77,115.77,40.18,27.25,57.16
5th Ave,2025-01-13,12:00:00,485,133.81,150.68,48.59,39.7,65.28
Park Ave,2025-01-01,05:08:00,439,26.22,53.03,7.79,33.39,53.51
Elm St,2025-01-10,00:06:00,294,81.71,83.49,8.06,22.57,73.34
5th Ave,2025-01-27,08:08:00,197,136.79,100.32,84.74,16.23,75.8
Main St,2025-01-21,03:09:00,423,29.57,29.8,8.66,23.94,51.47
5th Ave,2025-01-02,04:37:00,286,134.8,99.9,15.6,27.6,27.97
Main St,2025-01-01,15:30:00,278,76.33,136.48,89.73,18.7,62.86
Elm St,2025-01-17,10:45:00,210,135.59,36.2,58.18,27.34,38.27
Broadway,2025-01-16,23:37:00,460,28.86,169.58,21.37,27.1,68.56
5th Ave,2025-01-20,12:12:00,465,80.49,189.04,26.46,31.63,35.84
Main St,2025-01-04,11:06:00,446,80.52,22.31,5.31,26.23,52.54
Broadway,2025-01-26,03:50:00,487,18.83,54.88,64.04,25.92,79.09
Park Ave,2025-01-13,12:38:00,314,120.7,165.57,28.8,34.79,73.74
Broadway,2025-01-21,00:55:00,418,36.06,45.41,10.7,28.7,28.29
Park Ave,2025-01-29,11:48:00,476,146.27,81.09,33.91,21.6,63.34
Park Ave,2025-01-26,04:27:00,336,147.86,70.73,68.98,36.56,24.41
5th Ave,2025-01-29,07:39:00,255,143.91,94.03,93.85,29.0,71.86
5th Ave,2025-01-10,16:25:00,114,33.46,168.0,80.85,33.35,60.77
Park Ave,2025-01-27,02:33:00,99,114.03,144.86,83.63,36.84,41.1
Elm St,2025-01-13,15:22:00,201,139.43,141.25,54.08,20.32,66.63
Elm St,2025-01-17,02:33:00,142,109.86,144.33,69.4,36.69,26.87
Park Ave,2025-01-23,07:56:00,411,119.79,186.86,32.98,26.61,60.57
Park Ave,2025-01-08,04:46:00,269,138.6,22.02,56.59,38.8,60.53
Elm St,2025-01-04,03:05:00,186,92.43,25.59,13.95,27.02,59.18
Main St,2025-01-01,09:15:00,295,58.62,24.91,10.9,37.39,26.52
Main St,2025-01-03,23:30:00,311,86.03,149.4,57.41,30.17,69.81
5th Ave,2025-01-04,15:31:00,218,80.71,41.5,40.53,20.9,38.88
Main St,2025-01-01,19:00:00,109,61.17,173.95,30.38,17.65,74.12
Main St,2025-01-26,23:25:00,456,100.12,156.79,37.91,36.77,26.24
Broadway,2025-01-17,03:26:00,353,98.19,51.25,92.3,23.45,30.09
5th Ave,2025-01-09,11:54:00,352,112.75,121.12,45.33,35.59,20.29
Park Ave,2025-01-05,07:15:00,339,58.82,151.5,61.04,23.44,41.82
5th Ave,2025-01-10,21:31:00,389,143.36,50.72,70.62,23.4,26.52
Elm St,2025-01-20,07:40:00,460,123.8,67.78,66.64,35.77,67.84
Broadway,2025-01-28,10:03:00,152,143.04,92.38,18.02,17.5,73.53
5th Ave,2025-01-02,08:08:00,173,24.96,95.04,52.15,39.23,26.02
Elm St,2025-01-12,09:56:00,414,123.06,35.73,57.5,19.53,59.06
Park Ave,2025-01-02,17:40:00,319,62.32,10.1,40.98,28.21,30.23
Park Ave,2025-01-22,18:30:00,414,122.73,46.42,40.53,18.08,41.46
Park Ave,2025-01-28,18:42:00,307,93.25,33.31,37.21,34.44,22.07
Main St,2025-01-21,02:36:00,319,136.56,90.75,92.5,23.1,35.2
5th Ave,2025-01-17,15:48:00,214,38.1,171.3,62.87,30.56,24.13
5th Ave,2025-01-13,10:21:00,308,47.51,22.3,57.2,22.75,77.36
Broadway,2025-01-13,08:33:00,153,118.94,125.94,39.05,35.58,49.19
Park Ave,2025-01-27,03:03:00,190,48.79,177.37,94.68,20.14,35.9
Park Ave,2025-01-09,04:36:00,393,18.37,57.83,70.09,17.38,22.69
Broadway,2025-01-15,07:02:00,258,29.55,156.94,33.96,30.92,57.15
5th Ave,2025-01-09,00:37:00,254,70.03,46.5,95.55,39.01,34.28
Park Ave,2025-01-04,15:09:00,423,32.86,128.35,73.22,27.48,29.16
Broadway,2025-01-25,07:56:00,363,39.21,196.32,37.5,32.92,59.1
Park Ave,2025-01-15,09:07:00,338,15.89,94.06,23.46,31.76,60.51
Park Ave,2025-01-10,14:41:00,478,143.35,46.23,15.79,21.02,62.27
Park Ave,2025-01-02,19:33:00,143,130.04,45.05,39.92,15.25,43.16
Main St,2025-01-08,14:14:00,234,49.69,109.71,79.42,36.11,21.27
Broadway,2025-01-23,09:35:00,57,19.04,123.72,18.81,23.0,79.01
Broadway,2025-01-24,22:25:00,61,17.11,67.75,13.17,21.41,67.68
Main St,2025-01-13,11:41:00,151,41.08,148.22,62.11,29.36,58.12
5th Ave,2025-01-04,15:17:00,58,84.1,86.17,64.54,24.61,47.81
Broadway,2025-01-15,05:24:00,138,49.54,85.54,70.95,31.34,67.6
5th Ave,2025-01-23,02:16:00,398,52.56,178.61,81.4,34.08,78.9
Broadway,2025-01-10,23:07:00,209,130.33,72.14,44.99,27.6,51.32
Park Ave,2025-01-07,09:56:00,254,34.74,82.46,84.01,17.64,25.99
5th Ave,2025-01-18,14:14:00,45,44.92,137.21,15.1,34.09,73.49
Park Ave,2025-01-08,22:39:00,14,32.87,58.33,56.8,19.14,54.42
Main St,2025-01-10,12:05:00,461,110.92,25.91,38.18,35.48,74.84
Elm St,2025-01-23,12:58:00,449,125.76,197.55,42.75,26.12,20.16
Elm St,2025-01-21,16:21:00,200,89.04,37.8,5.56,39.72,58.68
Park Ave,2025-01-30,11:54:00,33,11.27,85.23,55.04,17.08,66.72
Broadway,2025-01-29,22:12:00,70,59.07,55.04,59.39,23.5,37.7
Park Ave,2025-01-20,19:11:00,176,88.92,126.64,30.28,31.04,65.07
Broadway,2025-01-18,02:50:00,256,62.5,14.16,40.45,34.6,60.03
Park Ave,2025-01-20,08:31:00,124,40.83,194.95,75.08,18.9,22.11
Park Ave,2025-01-07,08:12:00,264,117.66,68.65,37.85,19.33,36.79
Broadway,2025-01-21,08:46:00,407,33.91,144.78,14.85,29.6,77.87
Elm St,2025-01-26,11:14:00,432,75.26,198.23,26.81,15.17,34.69
Broadway,2025-01-15,15:56:00,247,57.84,177.88,23.07,18.59,31.75
Main St,2025-01-01,09:28:00,17,9.21,135.82,93.18,27.62,37.21
Park Ave,2025-01-29,05:41:00,364,91.41,140.11,42.47,34.19,71.53
Broadway,2025-01-08,23:57:00,309,41.59,27.55,37.62,21.82,23.8
Park Ave,2025-01-04,06:21:00,436,53.45,176.89,34.9,27.8,78.72
Broadway,2025-01-07,16:02:00,41,121.34,11.69,45.49,26.73,38.5
Main St,2025-01-28,10:07:00,422,61.5,126.44,68.2,36.35,67.84
Main St,2025-01-09,23:59:00,382,93.02,102.33,87.65,16.3,57.23
Park Ave,2025-01-30,10:02:00,231,69.95,128.26,60.91,38.92,40.09
5th Ave,2025-01-07,17:02:00,60,76.8,113.08,12.09,19.14,32.63
Broadway,2025-01-12,17:42:00,243,65.34,97.48,49.91,29.68,42.71
Main St,2025-01-05,03:52:00,497,13.21,68.8,61.99,18.03,49.4
Elm St,2025-01-28,20:58:00,486,46.46,132.85,93.47,36.04,55.72
Park Ave,2025-01-11,05:27:00,287,88.89,86.6,42.64,30.1,24.78
Elm St,2025-01-11,22:42:00,68,79.54,181.62,81.9,18.56,56.9
Park Ave,2025-01-29,08:25:00,132,58.18,27.74,51.1,26.7,77.71
Elm St,2025-01-26,08:32:00,200,78.79,187.45,27.3,32.55,35.98
5th Ave,2025-01-07,00:50:00,285,21.57,99.56,90.18,35.1,39.24
5th Ave,2025-01-23,13:59:00,422,54.05,97.55,86.49,25.67,50.44
5th Ave,2025-01-04,14:08:00,135,61.88,14.58,27.76,25.16,70.88
Elm St,2025-01-22,17:06:00,268,12.52,112.57,15.87,33.7,40.86
Park Ave,2025-01-02,22:57:00,37,105.97,105.25,63.58,36.92,34.32
5th Ave,2025-01-12,07:13:00,27,64.54,49.54,60.09,38.02,69.21
Broadway,2025-01-08,14:28:00,222,18.26,24.08,47.48,26.34,70.67
Broadway,2025-01-27,11:52:00,417,107.93,172.35,72.88,25.73,22.46
Elm St,2025-01-23,10:33:00,126,52.58,98.6,68.27,23.84,79.87
Elm St,2025-01-16,20:52:00,3,69.58,194.68,9.71,35.56,54.9
Broadway,2025-01-21,00:32:00,54,114.02,156.67,5.62,33.24,79.21
Main St,2025-01-17,04:20:00,412,112.56,69.78,65.59,36.56,64.65
Main St,2025-01-18,01:30:00,323,10.92,87.64,25.44,17.46,53.34
5th Ave,2025-01-08,15:21:00,177,78.08,49.21,51.07,27.54,79.03
Elm St,2025-01-13,15:08:00,145,145.74,158.54,24.76,37.11,32.0
Main St,2025-01-01,15:50:00,11,35.12,185.97,99.37,22.57,33.67
Main St,2025-01-03,18:40:00,168,22.69,93.57,49.07,26.81,57.32
Elm St,2025-01-20,05:45:00,353,107.1,102.19,81.71,30.27,60.47
Broadway,2025-01-03,00:17:00,381,148.53,65.48,94.92,33.52,46.22
5th Ave,2025-01-06,02:45:00,326,79.96,36.25,25.15,23.78,68.17
Elm St,2025-01-15,12:09:00,7,100.17,11.24,37.77,26.26,29.08
5th Ave,2025-01-09,12:16:00,254,5.06,19.02,73.15,31.27,61.78
Park Ave,2025-01-27,22:17:00,195,116.24,43.36,32.67,30.2,62.79
Park Ave,2025-01-08,19:31:00,40,19.87,41.93,62.46,22.01,79.34
5th Ave,2025-01-05,07:12:00,399,14.6,43.75,6.67,37.16,59.89
Broadway,2025-01-26,01:42:00,186,39.54,122.55,60.01,34.8,67.14
Elm St,2025-01-04,19:38:00,161,92.32,45.62,58.3,31.31,58.58
Main St,2025-01-21,13:12:00,156,113.89,22.22,24.92,39.74,76.69
Elm St,2025-01-26,11:17:00,88,31.77,189.61,96.6,35.65,53.57
Broadway,2025-01-05,22:23:00,16,148.19,199.85,15.95,36.84,39.88
Broadway,2025-01-29,21:34:00,429,97.86,47.12,60.89,28.29,30.01
Main St,2025-01-27,08:28:00,244,14.73,121.22,20.12,39.05,54.55
Elm St,2025-01-24,11:45:00,393,111.07,154.08,76.89,18.31,35.45
Main St,2025-01-16,19:44:00,36,146.2,91.03,51.03,28.93,66.74
Elm St,2025-01-28,17:22:00,135,18.16,11.86,48.22,32.16,69.26
Elm St,2025-01-17,19:24:00,238,7.39,45.91,39.64,27.65,72.49
Park Ave,2025-01-14,00:50:00,224,42.41,48.43,48.05,15.68,66.49
5th Ave,2025-01-20,03:23:00,303,117.37,23.61,31.33,21.99,69.54
Elm St,2025-01-07,14:38:00,250,45.96,85.48,92.12,27.57,43.45
Elm St,2025-01-05,21:34:00,497,11.4,184.01,44.24,37.21,67.15
Broadway,2025-01-17,23:36:00,34,42.07,91.5,65.69,29.02,70.43
5th Ave,2025-01-04,16:50:00,446,113.65,162.38,47.38,27.24,22.33
Broadway,2025-01-20,12:02:00,105,121.16,127.78,93.79,15.75,26.61
Elm St,2025-01-08,14:31:00,43,7.0,37.74,32.57,27.42,62.36
Broadway,2025-01-02,05:43:00,367,88.84,149.58,94.23,38.73,74.88
Main St,2025-01-02,06:59:00,482,97.79,171.39,62.03,27.51,27.7
Broadway,2025-01-29,07:43:00,491,53.81,155.31,53.45,35.22,63.4
5th Ave,2025-01-09,10:13:00,496,29.93,111.77,18.87,38.24,43.06
Elm St,2025-01-21,20:29:00,485,30.89,121.6,98.72,34.02,31.8
Elm St,2025-01-15,20:24:00,374,87.76,19.2,39.17,24.07,23.14
Main St,2025-01-22,12:56:00,493,70.19,51.81,23.63,19.1,68.72
Main St,2025-01-22,03:22:00,483,27.3,81.53,91.18,32.29,48.67
Broadway,2025-01-22,19:53:00,154,132.6,86.85,15.44,15.15,38.84
Main St,2025-01-26,18:46:00,259,9.31,43.94,87.18,22.41,74.46
Main St,2025-01-13,17:10:00,493,44.95,79.43,99.2,33.75,79.04
Main St,2025-01-21,01:28:00,167,11.93,122.31,47.6,32.5,48.52
Park Ave,2025-01-11,11:43:00,44,30.94,101.12,9.14,16.68,21.0
Main St,2025-01-09,16:50:00,6,56.07,179.58,84.63,17.83,75.39
5th Ave,2025-01-21,10:46:00,29,47.73,187.12,86.88,23.73,38.09
Park Ave,2025-01-28,21:59:00,311,44.23,46.67,34.94,20.27,22.1
Main St,2025-01-14,19:41:00,68,65.46,168.68,20.4,18.99,72.3
Main St,2025-01-01,11:24:00,435,67.6,15.49,43.94,37.57,77.66
Main St,2025-01-27,18:02:00,287,68.85,118.84,45.62,22.06,55.66
Main St,2025-01-16,18:06:00,322,93.7,98.08,37.17,32.42,39.54
Park Ave,2025-01-09,18:38:00,445,109.69,192.22,52.69,19.03,43.33
Broadway,2025-01-22,01:27:00,49,49.79,171.9,23.53,39.28,62.04
5th Ave,2025-01-11,00:50:00,212,129.14,66.01,14.39,20.35,50.69
Elm St,2025-01-15,07:49:00,424,62.78,126.64,78.78,24.19,76.69
Park Ave,2025-01-16,16:45:00,79,90.41,113.07,65.19,23.84,48.65
Broadway,2025-01-09,17:40:00,243,70.35,93.46,77.58,28.6,57.05
Elm St,2025-01-26,20:30:00,455,62.96,32.59,50.52,39.49,45.84
Park Ave,2025-01-25,13:03:00,472,137.07,176.05,96.02,39.11,22.42
Elm St,2025-01-16,13:19:00,191,121.07,31.2,98.29,15.51,52.97
Park Ave,2025-01-06,03:43:00,296,13.51,63.91,41.1,36.56,36.43
Main St,2025-01-19,11:04:00,45,139.03,192.03,45.51,26.05,48.7
5th Ave,2025-01-12,00:06:00,208,96.93,110.31,82.47,27.89,78.3
Broadway,2025-01-07,03:51:00,34,139.91,194.13,73.83,37.24,66.18
Main St,2025-01-06,02:55:00,347,88.3,82.15,7.47,26.67,34.32
Elm St,2025-01-29,22:14:00,436,134.25,12.9,88.84,32.92,24.72
Elm St,2025-01-06,00:49:00,269,34.6,127.7,73.25,26.52,71.77
Broadway,2025-01-01,07:17:00,463,56.26,149.01,6.39,35.68,51.13
Park Ave,2025-01-12,01:48:00,234,8.26,68.49,64.61,37.45,68.5
Elm St,2025-01-16,10:49:00,175,146.0,189.0,39.91,36.59,60.79
Elm St,2025-01-15,03:06:00,276,17.74,61.06,82.15,17.64,68.27
Broadway,2025-01-08,20:23:00,180,44.92,60.04,76.21,29.05,61.98
Park Ave,2025-01-26,09:28:00,54,133.82,25.64,14.82,27.02,48.34
Elm St,2025-01-09,18:14:00,357,142.17,111.13,26.64,27.73,71.79
Main St,2025-01-15,22:52:00,207,143.18,133.92,24.58,18.59,32.98
Park Ave,2025-01-29,04:15:00,158,84.2,180.3,44.4,29.98,40.39
5th Ave,2025-01-03,22:10:00,67,86.6,190.04,96.79,36.07,34.2
Park Ave,2025-01-29,13:03:00,163,15.01,101.94,33.06,39.47,49.0
5th Ave,2025-01-23,20:13:00,441,43.33,136.29,85.22,38.91,71.62
Elm St,2025-01-09,03:12:00,22,67.75,145.28,15.77,21.91,42.25
Elm St,2025-01-09,21:15:00,251,80.16,199.7,15.15,33.62,76.3
Elm St,2025-01-07,14:59:00,48,10.66,77.29,12.48,31.46,68.88
Park Ave,2025-01-29,07:25:00,351,30.36,151.63,34.4,39.09,27.04
Elm St,2025-01-03,03:51:00,62,15.78,119.95,11.76,32.55,57.54
Park Ave,2025-01-18,10:07:00,421,116.75,194.88,66.75,33.72,70.69
Broadway,2025-01-06,22:19:00,459,107.68,30.77,56.31,23.78,58.73
Broadway,2025-01-28,07:20:00,159,56.63,24.27,12.33,24.62,36.25
Elm St,2025-01-30,01:11:00,208,29.41,150.12,35.84,39.68,31.37
Park Ave,2025-01-23,15:50:00,95,49.99,158.17,90.3,30.58,53.95
Elm St,2025-01-15,08:51:00,328,52.24,25.82,69.91,26.14,68.6
5th Ave,2025-01-26,23:16:00,179,6.6,177.68,32.3,17.59,24.13
Main St,2025-01-22,00:33:00,268,99.53,148.85,7.64,18.39,69.4
Elm St,2025-01-28,04:49:00,439,20.19,32.02,96.14,23.53,50.16
Elm St,2025-01-23,11:03:00,139,103.07,48.28,85.85,24.96,48.88
Elm St,2025-01-12,11:48:00,123,59.49,46.07,74.15,18.11,71.56
5th Ave,2025-01-14,04:48:00,339,94.46,78.5,81.68,30.4,73.56
5th Ave,2025-01-11,17:12:00,99,10.28,135.12,28.0,19.71,73.12
Main St,2025-01-24,11:27:00,414,105.75,89.42,58.06,28.95,73.17
Elm St,2025-01-23,18:36:00,36,96.16,44.55,87.55,24.75,43.87
Broadway,2025-01-12,04:52:00,473,58.91,88.43,59.95,37.05,66.39
Broadway,2025-01-27,00:56:00,62,65.14,12.13,26.98,31.88,41.61
Elm St,2025-01-12,18:38:00,277,108.54,18.99,79.93,37.31,37.42
Main St,2025-01-30,08:27:00,159,72.81,116.39,24.06,37.84,22.63
Broadway,2025-01-12,13:45:00,452,116.83,148.32,63.45,39.7,25.37
Broadway,2025-01-13,17:04:00,140,31.42,59.42,54.66,24.69,50.55
Elm St,2025-01-10,04:07:00,378,76.43,17.24,35.38,15.57,42.94
Elm St,2025-01-25,22:22:00,353,137.91,61.65,85.72,24.06,21.28
Main St,2025-01-24,05:15:00,23,26.83,105.55,47.41,17.88,52.33
Park Ave,2025-01-15,00:10:00,258,140.14,109.02,74.19,30.25,28.31
Park Ave,2025-01-12,07:32:00,318,8.15,188.98,52.0,27.09,63.37
Broadway,2025-01-25,03:53:00,16,132.48,140.84,27.02,22.79,67.32
Broadway,2025-01-03,03:29:00,63,31.1,177.43,54.2,29.77,26.71
Main St,2025-01-11,12:17:00,476,30.11,54.56,44.84,36.21,52.17
Park Ave,2025-01-26,06:00:00,243,43.67,141.5,75.63,38.83,40.87
Broadway,2025-01-08,20:17:00,68,95.56,199.92,55.72,22.46,30.21
Broadway,2025-01-19,14:14:00,398,31.06,98.47,44.53,29.43,58.42
Main St,2025-01-03,03:00:00,271,79.75,19.95,28.84,19.11,52.22
5th Ave,2025-01-04,06:29:00,286,23.78,132.17,62.97,18.73,67.95
5th Ave,2025-01-01,05:23:00,308,52.24,167.62,69.6,16.07,64.38
Broadway,2025-01-03,17:33:00,202,65.72,58.6,60.92,27.88,67.49
Elm St,2025-01-12,01:00:00,251,118.32,183.89,32.31,22.77,77.98
5th Ave,2025-01-01,15:18:00,155,63.6,194.76,71.29,24.48,39.22
5th Ave,2025-01-07,00:16:00,207,133.44,123.17,18.49,38.86,25.0
5th Ave,2025-01-08,01:06:00,400,139.16,23.0,26.36,37.42,39.48
Elm St,2025-01-14,07:42:00,404,116.15,68.06,60.88,39.51,37.96
Elm St,2025-01-15,16:03:00,98,45.78,83.7,71.78,34.64,60.88
Elm St,2025-01-13,19:40:00,318,135.34,146.89,48.01,39.32,21.7
Park Ave,2025-01-30,01:33:00,173,41.02,130.29,83.77,38.25,47.06
5th Ave,2025-01-11,18:07:00,78,83.13,148.25,58.57,34.6,28.69
5th Ave,2025-01-15,22:46:00,291,101.41,79.52,29.9,19.17,62.26
Elm St,2025-01-06,05:19:00,428,131.82,41.64,52.67,22.58,21.68
Main St,2025-01-23,23:40:00,187,73.41,125.65,38.6,31.45,75.56
Park Ave,2025-01-06,10:10:00,31,7.64,139.93,11.63,30.78,52.31
Park Ave,2025-01-17,01:59:00,475,126.81,71.98,98.81,34.25,43.82
Park Ave,2025-01-02,03:14:00,121,21.33,86.99,35.06,38.62,42.6
Elm St,2025-01-19,21:54:00,270,103.79,144.49,21.64,26.94,49.83
Broadway,2025-01-22,07:49:00,149,41.85,83.35,35.08,29.07,68.36
Broadway,2025-01-24,03:29:00,192,146.33,26.04,73.03,34.62,25.81
Elm St,2025-01-27,23:47:00,245,118.79,166.06,81.43,36.51,25.79
Main St,2025-01-16,20:42:00,257,87.24,114.99,51.22,17.06,22.33
Broadway,2025-01-12,19:38:00,69,16.3,49.92,20.17,23.33,60.02
5th Ave,2025-01-13,19:05:00,217,39.1,26.82,49.1,30.39,32.91
5th Ave,2025-01-05,01:08:00,332,136.76,198.18,78.29,32.1,46.04
Park Ave,2025-01-03,06:04:00,125,112.07,78.53,34.45,36.15,65.22
Main St,2025-01-19,06:01:00,428,43.13,29.14,22.77,25.6,63.2
5th Ave,2025-01-14,10:38:00,283,149.49,104.17,29.07,18.16,74.46
Main St,2025-01-11,08:10:00,336,6.62,196.91,10.1,18.81,61.49
Main St,2025-01-25,11:01:00,135,46.4,113.87,75.04,31.9,44.22
Broadway,2025-01-13,06:50:00,434,77.85,140.94,24.4,23.0,26.27
Elm St,2025-01-22,00:29:00,39,83.91,165.44,49.92,36.06,66.34
Elm St,2025-01-27,20:00:00,498,135.18,55.66,22.02,16.4,52.61
Elm St,2025-01-18,21:36:00,87,89.67,173.0,27.8,28.6,33.42
Elm St,2025-01-19,00:35:00,314,41.26,59.29,91.32,27.65,64.33
Broadway,2025-01-24,21:38:00,343,121.38,174.82,56.62,31.78,20.88
5th Ave,2025-01-06,00:45:00,348,111.43,165.7,86.53,33.06,30.82
Main St,2025-01-21,16:50:00,321,83.83,130.52,7.06,38.14,40.38
5th Ave,2025-01-03,07:04:00,47,101.07,44.56,8.56,27.58,76.94
5th Ave,2025-01-26,04:25:00,217,73.55,114.68,76.7,23.47,37.01
Broadway,2025-01-15,21:12:00,368,109.81,106.95,82.22,35.55,60.42
Main St,2025-01-07,18:04:00,222,8.5,78.3,76.02,27.74,75.65
Park Ave,2025-01-27,20:54:00,82,96.48,102.42,31.64,23.45,38.39
Elm St,2025-01-22,16:06:00,326,57.77,82.38,76.33,20.0,39.04
5th Ave,2025-01-22,19:58:00,102,46.4,62.14,47.95,20.89,24.39
5th Ave,2025-01-19,14:09:00,86,79.05,138.28,76.29,32.96,43.88
Broadway,2025-01-21,07:41:00,180,23.32,88.17,52.66,15.25,46.35
Broadway,2025-01-19,12:22:00,490,45.86,167.76,49.96,30.39,21.56
Broadway,2025-01-11,00:11:00,16,121.44,158.34,40.6,36.52,37.75
Park Ave,2025-01-06,10:48:00,123,105.36,55.08,17.47,18.04,72.06
Elm St,2025-01-09,01:59:00,70,35.8,99.31,86.63,35.59,56.3
Elm St,2025-01-19,04:48:00,193,25.01,13.12,59.84,17.43,72.1
Park Ave,2025-01-25,05:40:00,425,78.58,55.55,6.08,18.95,50.99
Park Ave,2025-01-17,10:34:00,420,87.79,52.27,88.53,32.33,65.56
Elm St,2025-01-21,14:34:00,454,70.42,111.91,50.04,19.76,71.95
Main St,2025-01-25,15:40:00,312,115.15,109.65,93.39,27.33,68.36
5th Ave,2025-01-25,10:50:00,5,18.28,61.29,10.86,20.12,49.67
5th Ave,2025-01-29,20:20:00,369,106.6,38.28,13.27,34.87,32.48
Broadway,2025-01-03,05:41:00,160,118.27,183.17,23.39,39.81,39.39
Elm St,2025-01-17,04:35:00,169,60.68,137.86,37.66,37.52,70.98
Elm St,2025-01-03,10:35:00,57,39.96,106.13,94.44,19.83,66.15
Main St,2025-01-18,20:26:00,72,124.02,54.96,12.69,15.44,30.45
5th Ave,2025-01-19,15:29:00,95,94.35,19.02,69.21,29.74,75.62
Main St,2025-01-04,06:41:00,489,33.72,77.67,84.0,31.76,21.64
Park Ave,2025-01-12,04:24:00,431,140.1,167.73,80.49,39.92,77.89
Broadway,2025-01-22,10:35:00,48,20.37,42.24,42.09,30.53,39.21
Main St,2025-01-20,09:14:00,79,100.9,129.11,91.15,39.48,76.79
Broadway,2025-01-20,19:41:00,393,93.16,198.82,96.41,19.12,74.77
Elm St,2025-01-03,02:43:00,89,96.46,71.13,25.83,19.54,24.41
5th Ave,2025-01-22,17:40:00,234,78.51,155.38,81.7,39.14,23.5
Broadway,2025-01-14,05:49:00,395,59.48,179.6,18.33,26.8,68.89
Elm St,2025-01-07,01:39:00,187,123.07,80.98,73.1,32.77,35.59
Main St,2025-01-17,05:12:00,387,116.15,62.81,76.95,23.59,39.3
Broadway,2025-01-29,01:36:00,109,125.03,89.31,52.74,27.78,67.69
Park Ave,2025-01-30,11:59:00,135,148.5,176.35,87.78,32.08,69.86
Broadway,2025-01-20,02:17:00,265,50.2,131.58,86.82,20.81,40.77
Main St,2025-01-24,22:17:00,245,148.67,121.52,87.7,35.42,50.41
Main St,2025-01-17,04:36:00,229,95.35,119.24,30.22,39.22,67.58
Elm St,2025-01-05,10:54:00,295,101.69,36.98,48.36,21.31,22.78
Broadway,2025-01-18,15:28:00,427,95.57,57.37,42.64,20.32,62.13
Main St,2025-01-06,15:34:00,258,48.1,45.82,6.54,37.62,51.82
Park Ave,2025-01-12,23:29:00,445,146.69,174.92,52.3,19.88,48.55
Park Ave,2025-01-14,18:41:00,315,26.66,130.99,19.0,23.72,58.44
Elm St,2025-01-27,18:21:00,454,97.97,143.56,91.66,33.41,64.19
Broadway,2025-01-09,01:56:00,264,13.1,166.52,74.4,35.35,52.56
Elm St,2025-01-04,06:31:00,298,22.97,58.49,29.3,22.15,23.91
Park Ave,2025-01-06,15:53:00,206,141.64,73.62,55.17,28.33,67.65
5th Ave,2025-01-06,09:03:00,228,76.6,111.83,40.16,25.19,60.77
Elm St,2025-01-25,16:53:00,453,122.38,107.26,67.68,31.16,32.78
Main St,2025-01-20,02:52:00,98,134.12,28.43,14.82,38.08,63.42
Broadway,2025-01-26,14:01:00,60,91.47,139.07,90.4,34.12,69.49
5th Ave,2025-01-05,18:00:00,80,23.01,168.98,15.76,32.95,57.61
5th Ave,2025-01-16,11:38:00,24,122.52,45.82,56.09,15.88,57.25
5th Ave,2025-01-16,10:12:00,363,26.59,106.43,62.91,19.17,69.12
Broadway,2025-01-12,10:32:00,199,116.63,166.74,60.45,24.27,27.51
Main St,2025-01-26,08:01:00,55,95.65,160.04,78.75,27.94,26.41
Park Ave,2025-01-04,08:20:00,425,41.01,44.81,12.55,24.76,70.41
5th Ave,2025-01-02,11:41:00,147,62.84,183.36,36.11,33.49,47.7
5th Ave,2025-01-20,01:33:00,433,15.98,77.82,17.09,33.2,59.07
Park Ave,2025-01-15,02:55:00,264,139.36,97.93,85.84,16.98,56.16
Broadway,2025-01-17,02:09:00,63,95.18,199.75,25.69,37.11,46.13
Broadway,2025-01-23,15:58:00,290,47.39,34.99,82.19,26.53,59.2
Broadway,2025-01-24,01:18:00,43,21.15,83.12,7.16,23.6,45.07
Elm St,2025-01-25,19:33:00,267,126.8,78.62,17.72,30.13,44.38
5th Ave,2025-01-15,12:51:00,81,110.66,108.9,89.95,36.51,78.41
Main St,2025-01-13,00:50:00,243,10.67,174.24,59.63,36.28,61.54
Park Ave,2025-01-15,14:59:00,11,49.97,119.08,98.44,31.67,64.43
Broadway,2025-01-12,10:02:00,480,71.87,161.81,89.99,27.1,63.71
Main St,2025-01-30,06:11:00,478,77.98,49.31,7.59,32.59,77.39
Main St,2025-01-22,03:41:00,119,61.22,37.41,75.95,32.14,65.38
Main St,2025-01-12,16:39:00,46,72.73,29.86,83.34,17.68,74.57
